EXP	original_es	original_ci_lower	original_ci_upper	n_completed_reps	replication_es	rema_es	rema_pi_lower	rema_pi_upper	rema_pvalue	rema_I2	rema_tau2	rema_Qp	fema_es	fema_ci_lower	fema_ci_upper	fema_pvalue	t_score_FEMA	t_score_mean	t_score	corrected_sign_original_es	corrected_sign_replication_es	log_es_ratio	es_ratio	original_cv	replication_cv	mean_abs_diff_reps	mean_abs_diff_reps_orig	significant_reps	n_voting_reps	subjective_success_reps
ALTMTT67	-0.5434360196780522	-0.6645903777117635	-0.42228166164434094	2	0.06430153338598202	0.06430153338598202	-0.10446454909454933	0.23306761586651337	0.36514731766631525	0	0	0.8666912734997124	0.06430153338598202	-0.10446454909454933	0.23306761586651337	0.36514731766631525	-1.003518963407644	-0.9334176162703218	-1.003518963407644	0.5434360196780522	-0.06430153338598202	0.6077375530640342	1.8362722271293066	0.08271780712598646	0.10562039725596814	0.023567030993361722	0.6029250575002867	0	1	0
ALTMTT71	-0.712949807856125	-0.9186325336438739	-0.5072670820683762	3	-0.6535462062786049	-0.6535462062786049	-1.1896198324395137	-0.11747258011769601	0.002154552764350451	36.751318778797575	0.03221120297681318	0.2064379471302349	-0.6420432250713969	-0.9347808552661965	-0.3493055948765973	3.9886132410454943e-4	4.745777784113867	2.799131026469351	4.745777784113867	0.712949807856125	0.6535462062786049	0.059403601577520115	1.0612034577094254	0.0591666504103082	0.3783646450021698	0.39160663865808104	0.22072038349951772	2	3	2
ALTMTT81	-1.126521076785186	-1.7243017885082654	-0.5287403650621069	1	-0.13260177834747333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2223156383455476	1.2223156383455476	1.126521076785186	0.13260177834747333	0.9939192984377128	2.701802920334696	0.09487267438339583	0.12799038292192388	NA	NA	0	1	1
ALTMTT83	-0.2586412036673671	-0.3936010724925274	-0.12368133484220681	3	-0.3988508352639259	-0.3988508352639259	-2.0913458317565454	1.2936441612286935	0.36049504613868644	89.82950839847045	0.4887115600700713	5.872398870415626e-4	-0.23068460893686807	-0.4892549561272538	0.027885738253517672	0.07794351553759832	1.842411328363171	2.3285643000751493	1.842411328363171	0.2586412036673671	0.3988508352639259	-0.1402096315965588	0.8691760095447533	0.10077976701137657	0.37600605368400314	0.9376743307300321	0.532003000445829	1	2	1
ALTMTT86	-0.22528333902790806	-0.44454189550012757	-0.006024782555688529	2	-0.11227049848494991	-0.11227049848494991	-1.8542236173562292	1.6296826203863295	0.7821335989660523	56.12661075726895	0.18732085672470164	0.13111222443147016	-0.32278354306679113	-0.6493074128181169	0.0037403266845346117	0.05149295404413125	3.0108009959824686	1.1922512371656366	3.0108009959824686	0.22528333902790806	0.11227049848494991	0.11301284054295815	1.1196463097228209	0.05541110874020301	0.5233533226115639	0.8170030100754359	0.40850150503771787	1	2	1
ALTMTT87	0.5306282510621704	0.26298531876356585	0.798271183360775	3	0.07164316858698322	0.07164316858698322	-4.3343181132284025e-4	0.14371976898528926	0.05117552407253064	0	0	0.5817410953461288	0.07164316858698322	-4.3343181132284025e-4	0.14371976898528926	0.05117552407253064	2.1790758145409694	1.375184419344979	2.1790758145409694	0.5306282510621704	0.07164316858698322	0.45898508247518716	1.5824670961142855	0.22709110588125273	0.16851841041957838	0.05539526308421289	0.42513079313760843	0	3	0
ALTPCR11	0.48365995569322123	0.3216780941647896	0.6456418172216529	2	0.09056527324261804	0.09056527324261804	-0.3207054882735502	0.5018360347587862	0.6313616167375549	0	0	0.6936505701890561	0.09056527324261804	-0.3207054882735502	0.5018360347587862	0.6313616167375549	0.4961696006428298	0.22936597200716868	0.4961696006428298	0.48365995569322123	0.09056527324261804	0.3930946824506032	1.4815586602932291	0.14244225808959884	0.5864738064635403	0.19203339131830827	0.45673204112888477	0	2	1
ALTPCR114	0.5833323145527387	0.38173832212792824	0.7849263069775492	2	0.31558834654709983	0.31558834654709983	-0.27966423529655055	0.9108409283907501	0.19595250113893473	0	0	0.5674933609294823	0.31558834654709983	-0.27966423529655055	0.9108409283907501	0.19595250113893473	1.6303747984370578	1.2215335251969477	1.6303747984370578	0.5833323145527387	0.31558834654709983	0.2677439680056389	1.3070124601655586	0.08136760173292795	0.4713998859452772	0.27664353172953643	0.1847702499887203	0	2	2
ALTPCR125	0.39500809079258997	0.04036875404008078	0.7496474275450992	3	0.11717743599424049	0.11717743599424049	-0.28794966965879465	0.5223045416472757	0.40852248382164746	33.572948310327575	0.021489781796572748	0.26251243564549714	0.16634931481561208	-0.025009341446156824	0.35770797107738095	0.08743633530479882	1.731561610200535	0.5219637613312675	1.731561610200535	0.39500809079258997	0.11717743599424049	0.27783065479834945	1.3202625981410012	0.3571534736023735	0.8944539909798193	0.3402623290062041	0.4024792354793473	1	3	2
ALTPCR139	1.5830939370944985	0.8828518324468417	2.2833360417421553	2	-1.3495174197275033	-1.3495174197275033	-2.3729176458054964	-0.3261171936495102	0.0047185503343659466	34.429413555852854	0.07740828256599415	0.21685324974328488	-1.3682812523104566	-1.9996592566625235	-0.7369032479583897	0.0013202212971583761	-5.107653534634047	-3.528420692826769	-5.107653534634047	1.5830939370944985	-1.3495174197275033	2.932611356822002	18.776598931531485	0.31412417230980877	0.5719802097387849	0.6705696620610391	2.8968757639282092	0	2	0
ALTPCR147	11.179030546210162	10.248727248419838	12.109333844000487	2	4.597029552266341	4.597029552266341	-5.4404362824026835	14.634495386935367	0.10608395399308848	99.50564101354104	12.874183054059017	6.634815573591269e-46	4.5102897777396445	4.102396737892183	4.918182817587106	2.683922477488989e-9	25.235821916163026	18.01416402550107	25.235821916163026	11.179030546210162	4.597029552266341	6.582000993943821	721.982567557272	0.5296120111352945	0.36788553978561994	5.086874075749117	6.581570057701575	2	2	2
ALTPCR158	-1.016111067156366	-1.4715214694017373	-0.5607006649109947	2	0.1859028161521273	0.1859028161521273	-0.9314230549460244	1.303228687250279	0.5793169111727909	57.39730476294717	0.12521982071319798	0.12550267788622776	0.07924951877483015	-0.3377481426328745	0.49624718018253483	0.6692948026882801	-0.4446746496227914	-0.6193791463752065	-0.4446746496227914	1.016111067156366	-0.1859028161521273	1.2020138833084932	3.3268099880536517	0.28767059516899696	0.5123692465903823	0.6605501369153048	1.2811764492679485	0	2	0
ALTPCR16	3.585516941118783	3.5629977286619647	3.6080361535756014	2	0.48553486115738137	0.48553486115738137	-0.16802246500128531	1.139092187316048	0.0937483966268	0	0	0.4492420859776247	0.48553486115738137	-0.16802246500128531	1.139092187316048	0.0937483966268	2.609788599582765	1.9023260968304854	2.609788599582765	3.585516941118783	0.48553486115738137	3.0999820799614017	22.197553496862035	0.0124743157880881	0.5992476830040655	0.42488842250829295	2.9408757637528744	0	2	0
ALTPCR166	1.141992584298335	0.4859371531718364	1.7980480154248335	2	0.26741558050060094	0.26741558050060094	-0.6139394539889347	1.1487706149901364	0.4858432410725556	0	0	0.9655435509145137	0.26741558050060094	-0.6139394539889347	1.1487706149901364	0.4858432410725556	0.7424839900295245	0.5248246878330913	0.7424839900295245	1.141992584298335	0.26741558050060094	0.8745770037977341	2.3978607934081086	0.21664148664235436	0.6647287400494323	0.0320694024205746	0.8706978779948584	0	2	1
ALTPCR184	0.3357576956833441	0.08780440956760124	0.583710981799087	2	0.048070993369893615	0.048070993369893615	-1.3127020509899865	1.4088440377297735	0.9067535585321732	42.25166425319582	0.19404442030172608	0.1882001059137319	-0.14712941437419239	-0.36874831104166017	0.07448948229327537	0.16528748965208462	-1.5216058914375405	-0.2919905436528747	-1.5216058914375405	0.3357576956833441	0.048070993369893615	0.2876867023134505	1.3333395064965166	0.12851127828150674	1.0249291721112563	0.9583930758980417	0.4791965379490208	0	2	0
ALTPCR23	0.9985288301111273	-0.06369997989516474	2.0607576401174192	2	-0.27361927968352473	-0.27361927968352473	-4.764110766821605	4.216872207454556	0.8296190858852378	85.38920933008569	2.676384830389542	0.008892669797075906	0.5775610127304424	-0.05503207622845718	1.210154101689342	0.06986971007333284	1.995219425962506	0.44165884369020136	1.995219425962506	0.9985288301111273	-0.27361927968352473	1.272148109794652	3.568509886063577	0.4239445466142292	1.7906141310760777	2.503731662832753	1.4177920052281134	1	2	1
ALTPCR29	0.719038594492687	-0.07889203238969367	1.5169692213750676	1	0.278243426233665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9694249703010189	0.9694249703010189	0.719038594492687	0.278243426233665	0.44079516825902204	1.5539423730197992	0.31806831003834835	0.6473922346682497	NA	NA	0	1	1
ALTPCR35	0.31709595765807425	0.05908774984904519	0.5751041654671033	2	-0.006026195493374917	-0.006026195493374917	-1.2582215311131286	1.2461691401263788	0.9894158916912571	33.645140950294056	0.14291736518938228	0.21958999084211214	0.052038113568820134	-0.6930887817570724	0.7971650088947128	0.8832510650363143	0.14949536501274896	0.810480421864501	0.14949536501274896	0.31709595765807425	-0.006026195493374917	0.32312215315144915	1.3814340871268513	0.13929078358710756	0.8319361897344494	0.9217142933659819	0.46085714668299094	0	1	0
ALTPCR40	0.8586616190375187	0.4938893821516364	1.223433855923401	3	-0.3354924903110908	-0.3354924903110908	-2.3050608965056836	1.6340759158835019	0.5351272067149231	78.40074101785963	0.59681820088269	0.06316810151573032	-0.04182878096504467	-0.4820602416257982	0.39840267969570886	0.8439742248967158	-0.19968714023276374	-0.5904265305777854	-0.19968714023276374	0.8586616190375187	-0.3354924903110908	1.1941541093486094	3.300764503433081	0.28453377149326475	0.8323025545778384	1.5915187050177761	1.5261669065825552	0	3	1
ALTPCR69	0.47000362924573563	0.26816744016602123	0.67183981832545	2	-0.5402578042826516	-0.5402578042826516	-8.29201168867608	7.211496080110776	0.6775675444620706	76.7885694008159	2.0452250778364185	0.037928579756609876	0.33725674601178623	0.007313398989026665	0.6672000930345459	0.04799210494126902	4.357435829041548	1.3625585055224356	4.357435829041548	0.47000362924573563	-0.5402578042826516	1.0102614335283873	2.7463189010134617	0.07071067811865477	1.1316266125590029	2.308007757266544	1.275514038738617	1	2	0
